Breed,Type_of_disorder,Disease,Predisposition_to_disease,Size,Group_UK,Group_AKC,Alternative_breed_names
german shepherd dog,inherited skin disorders,dermatomyositis,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,none,dermoid cyst,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited musculoskeletal disorders,elbow dysplasia,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited musculoskeletal disorders,hemivertebra,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited blood disorders,hemophilia b,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited musculoskeletal disorders,hip dysplasia,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,none,cushing's disease (hyperadrenocorticism),have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,none,immunoglobulin a deficiency,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited nervous system disorders,myasthenia gravis,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited eye disorders,optic nerve hypoplasia,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited eye disorders,pannus,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited musculoskeletal disorders,panosteitis,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited cardiovascular disorders,patent ductus arteriosus,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited skin disorders,pemphigus foliaceous,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited skin disorders,perianal fistulas,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited cardiovascular disorders,persistent right aortic arch,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,none,platelet disorder,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited cardiovascular disorders,pulmonic stenosis,may be inherited,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited eye disorders,retinal dysplasia,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited skin disorders,seborrhea,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited cardiovascular disorders,subaortic stenosis,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited skin disorders,vitiligo,may be inherited,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited blood disorders,von willebrand's disease,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited nervous system disorders,myelopathy,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited gastrointestinal disorders,exocrine pancreatic insufficiency,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited gastrointestinal disorders,gastric dilatation-volvulus,may be inherited,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited nervous system disorders,idiopathic epilepsy,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited skin disorders,"lupus erythematosus (systemic, cutaneous/discoid)",have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited musculoskeletal disorders,masticatory muscle myositis,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited gastrointestinal disorders,megaesophagus,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited cardiovascular disorders,mitral valve dysplasia,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited gastrointestinal disorders,small intestinal bacterial overgrowth (sibo),have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited cardiovascular disorders,tricuspid valve dysplasia,have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited nervous system disorders,vertebral stenosis (associated with cauda equina syndrome),have an increased incidence,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,none,renal insufficiency,most important,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
german shepherd dog,inherited skin disorders,sebaceous adenitis,may be inherited,large,pastoral,pastoral,"german shepherd dog, alsatian wolf dog, berger allemand, deutscher schaferhund, schaferhund, alsatian, deutscher schaferhund, dsh, gsd, shepherd, schaferhund, german shepherd"
giant schnauzer,inherited musculoskeletal disorders,hip dysplasia,most important,large,working,working,"giant schnauzer, munich schnauzer, munchener, russian bear schnauzer, schnauzer, giant"
